secs,&nbsp;4 12:28+1&gt;1,&nbsp;4 12:34+2&gt;2,&nbsp;4 14:24+6&gt;2,&nbsp;4 17:43+0&gt;2,&nbsp;9c+ 18:19+0&gt;13,&nbsp;9c+ 18:20+0&gt;24,&nbsp;9a 18:23+26&gt;26
1758,NaN,NaN,0.62,NaN,NaN,NaN,2.49
1758.5,NaN,NaN,0.62,NaN,NaN,NaN,2.50
1759,NaN,NaN,0.65,NaN,NaN,NaN,2.52
1759.5,NaN,NaN,0.66,NaN,NaN,NaN,2.53
1760,NaN,NaN,0.68,NaN,NaN,NaN,2.54
1760.5,NaN,NaN,0.71,NaN,NaN,NaN,2.54
1761,NaN,NaN,0.71,NaN,NaN,NaN,2.55
1761.5,NaN,NaN,0.74,NaN,NaN,NaN,2.57
1762,NaN,NaN,0.73,NaN,NaN,NaN,2.55
1762.5,NaN,NaN,0.73,NaN,NaN,NaN,2.56
1763,NaN,NaN,0.72,NaN,NaN,NaN,2.58
1763.5,NaN,NaN,0.69,NaN,NaN,NaN,2.59
1764,NaN,NaN,0.65,NaN,NaN,NaN,2.60
1764.5,NaN,NaN,0.63,NaN,NaN,NaN,2.59
1765,NaN,NaN,0.58,NaN,NaN,NaN,2.58
1765.5,NaN,NaN,0.55,NaN,NaN,NaN,2.59
1766,NaN,NaN,0.50,NaN,NaN,NaN,2.59
1766.5,NaN,NaN,0.46,NaN,NaN,NaN,2.58
1767,NaN,NaN,0.42,NaN,NaN,NaN,2.56
1767.5,NaN,NaN,0.36,NaN,NaN,NaN,2.55
1768,NaN,NaN,0.34,NaN,NaN,NaN,2.53
1768.5,NaN,NaN,0.29,NaN,NaN,NaN,2.52
1769,NaN,NaN,0.25,NaN,NaN,NaN,2.51
1769.5,NaN,NaN,0.20,NaN,NaN,NaN,2.49
1770,NaN,NaN,0.15,NaN,NaN,NaN,2.48
1770.5,NaN,NaN,0.14,NaN,NaN,NaN,2.49
1771,NaN,NaN,0.12,NaN,NaN,NaN,2.48
1771.5,NaN,NaN,0.12,NaN,NaN,NaN,2.47
1772,NaN,NaN,0.11,NaN,NaN,NaN,2.46
1772.5,NaN,NaN,0.08,NaN,NaN,NaN,2.45
1773,NaN,NaN,0.07,NaN,NaN,NaN,2.44
1773.5,NaN,NaN,0.07,NaN,NaN,NaN,2.43
1774,NaN,NaN,0.05,NaN,NaN,NaN,2.43
1774.5,NaN,NaN,0.04,NaN,NaN,NaN,2.43
1775,NaN,NaN,0.04,NaN,NaN,NaN,2.46
1775.5,NaN,NaN,0.02,NaN,NaN,NaN,2.46
1776,NaN,NaN,0.01,NaN,NaN,NaN,2.48
1776.5,NaN,NaN,0.01,NaN,NaN,NaN,2.48
1777,NaN,NaN,0.03,NaN,NaN,NaN,2.49
1777.5,NaN,NaN,0.07,NaN,NaN,NaN,2.49
1778,NaN,NaN,0.10,NaN,NaN,NaN,2.52
1778.5,NaN,NaN,0.16,NaN,NaN,NaN,2.57
1779,NaN,NaN,0.19,NaN,NaN,NaN,2.58
1779.5,NaN,NaN,0.24,NaN,NaN,NaN,2.58
1780,NaN,NaN,0.26,NaN,NaN,NaN,2.58
1780.5,NaN,NaN,0.27,NaN,NaN,NaN,2.59
1781,NaN,NaN,0.30,NaN,NaN,NaN,2.61
1781.5,NaN,NaN,0.30,NaN,NaN,NaN,2.62
1782,NaN,NaN,0.33,NaN,NaN,NaN,2.64
1782.5,NaN,NaN,0.34,NaN,NaN,NaN,2.65
1783,NaN,NaN,0.36,NaN,NaN,NaN,2.67
1783.5,NaN,NaN,0.37,NaN,NaN,NaN,2.69
1784,NaN,NaN,0.40,NaN,NaN,NaN,2.68
1784.5,NaN,NaN,0.40,NaN,NaN,NaN,2.69
1785,NaN,NaN,0.41,NaN,NaN,NaN,2.69
1785.5,NaN,NaN,0.42,NaN,NaN,NaN,2.69
1786,NaN,NaN,0.41,NaN,NaN,NaN,2.69
1786.5,NaN,NaN,0.39,NaN,NaN,NaN,2.69
1787,NaN,NaN,0.41,NaN,NaN,NaN,2.69
1787.5,NaN,NaN,0.41,NaN,NaN,NaN,2.67
1788,NaN,NaN,0.44,NaN,NaN,NaN,2.65
1788.5,NaN,NaN,0.43,NaN,NaN,NaN,2.62
1789,NaN,NaN,0.43,NaN,NaN,NaN,2.61
1789.5,NaN,NaN,0.43,NaN,NaN,NaN,2.59
1790,NaN,NaN,0.43,NaN,NaN,NaN,2.57
1790.5,NaN,NaN,0.45,NaN,NaN,NaN,2.53
1791,NaN,NaN,0.49,NaN,NaN,NaN,2.53
1791.5,NaN,NaN,0.51,NaN,NaN,NaN,2.51
1792,NaN,NaN,0.54,NaN,NaN,NaN,2.50
1792.5,NaN,NaN,0.55,NaN,NaN,NaN,2.47
1793,NaN,NaN,0.57,NaN,NaN,NaN,2.43
1793.5,NaN,NaN,0.60,NaN,NaN,NaN,2.39
1794,NaN,NaN,0.59,NaN,NaN,NaN,2.38
1794.5,NaN,NaN,0.57,NaN,NaN,NaN,2.39
1795,NaN,NaN,0.56,NaN,NaN,NaN,2.37
1795.5,NaN,NaN,0.54,NaN,NaN,NaN,2.34
1796,NaN,NaN,0.54,NaN,NaN,NaN,2.35
1796.5,NaN,NaN,0.51,NaN,NaN,NaN,2.34
1797,NaN,NaN,0.48,NaN,NaN,NaN,2.32
1797.5,NaN,NaN,0.46,NaN,NaN,NaN,2.30
1798,NaN,NaN,0.41,NaN,NaN,NaN,2.28
1798.5,NaN,NaN,0.38,NaN,NaN,NaN,2.25
1799,NaN,NaN,0.42,NaN,NaN,NaN,2.25
1799.5,NaN,NaN,0.46,NaN,NaN,NaN,2.24
1800,NaN,NaN,0.49,NaN,NaN,NaN,2.25
1800.5,NaN,NaN,0.51,NaN,NaN,NaN,2.25
1801,NaN,NaN,0.55,NaN,NaN,NaN,2.25
1801.5,NaN,NaN,0.60,NaN,NaN,NaN,2.26
1802,NaN,NaN,0.68,NaN,NaN,NaN,2.26
1802.5,NaN,NaN,0.70,NaN,NaN,NaN,2.27
1803,NaN,NaN,0.75,NaN,NaN,NaN,2.26
1803.5,NaN,NaN,0.80,NaN,NaN,NaN,2.28
1804,NaN,NaN,0.85,NaN,NaN,NaN,2.28
1804.5,NaN,NaN,0.90,NaN,NaN,NaN,2.30
1805,NaN,NaN,0.92,NaN,NaN,NaN,2.30
1805.5,NaN,NaN,0.91,NaN,NaN,NaN,2.32
1806,NaN,NaN,0.87,NaN,NaN,NaN,2.33
1806.5,NaN,NaN,0.82,NaN,NaN,NaN,2.33
1807,NaN,NaN,0.79,NaN,NaN,NaN,2.32
1807.5,NaN,NaN,0.74,NaN,NaN,NaN,2.30
1808,NaN,NaN,0.69,NaN,NaN,NaN,2.29
1808.5,NaN,NaN,0.64,NaN,NaN,NaN,2.31
1809,NaN,NaN,0.60,NaN,NaN,NaN,2.30
1809.5,NaN,NaN,0.59,NaN,NaN,NaN,2.28
1810,NaN,NaN,0.56,NaN,NaN,NaN,2.29
1810.5,NaN,NaN,0.52,NaN,NaN,NaN,2.29
1811,NaN,NaN,0.48,NaN,NaN,NaN,2.29
1811.5,NaN,NaN,0.39,NaN,NaN,NaN,2.30
1812,NaN,NaN,0.32,NaN,NaN,NaN,2.28
1812.5,NaN,NaN,0.19,NaN,NaN,NaN,2.26
1813,NaN,NaN,0.08,NaN,NaN,NaN,2.26
1813.5,NaN,NaN,NaN,NaN,NaN,NaN,2.25
1814,NaN,NaN,NaN,NaN,NaN,NaN,2.26
1814.5,NaN,NaN,NaN,NaN,NaN,NaN,2.26
1815,NaN,NaN,NaN,NaN,NaN,NaN,2.26
1815.5,NaN,NaN,NaN,NaN,NaN,NaN,2.26
1816,NaN,NaN,NaN,NaN,NaN,NaN,2.25
1816.5,NaN,NaN,NaN,NaN,NaN,NaN,2.23
1817,NaN,NaN,NaN,NaN,NaN,NaN,2.24
1817.5,NaN,NaN,NaN,NaN,NaN,NaN,2.25
1818,NaN,NaN,NaN,NaN,NaN,NaN,2.27
1818.5,NaN,NaN,NaN,NaN,NaN,NaN,2.28
1819,NaN,NaN,NaN,NaN,NaN,NaN,2.30
1819.5,NaN,NaN,NaN,NaN,NaN,NaN,2.32
1820,NaN,NaN,NaN,NaN,NaN,NaN,2.34
1820.5,NaN,NaN,NaN,NaN,NaN,NaN,2.37
1821,NaN,NaN,NaN,NaN,NaN,NaN,2.39
1821.5,NaN,NaN,NaN,NaN,NaN,NaN,2.42
1822,NaN,NaN,NaN,NaN,NaN,NaN,2.43
1822.5,NaN,NaN,NaN,NaN,NaN,NaN,2.45
1823,NaN,NaN,NaN,NaN,NaN,NaN,2.47
1823.5,NaN,NaN,NaN,NaN,NaN,NaN,2.48
1824,NaN,NaN,NaN,NaN,NaN,NaN,2.51
1824.5,NaN,NaN,0.01,NaN,NaN,NaN,2.53
1825,NaN,NaN,0.06,NaN,NaN,NaN,2.53
1825.5,NaN,NaN,0.10,NaN,NaN,NaN,2.55
1826,NaN,NaN,0.22,NaN,NaN,NaN,2.55
1826.5,NaN,NaN,0.29,NaN,NaN,NaN,2.56
1827,NaN,NaN,0.35,NaN,NaN,NaN,2.57
1827.5,NaN,NaN,0.38,NaN,NaN,NaN,2.55
1828,NaN,NaN,0.38,NaN,NaN,NaN,2.55
1828.5,NaN,NaN,0.40,NaN,NaN,NaN,2.53
1829,NaN,NaN,0.42,NaN,NaN,NaN,2.52
1829.5,NaN,NaN,0.46,NaN,NaN,NaN,2.52
1830,NaN,NaN,0.50,NaN,NaN,NaN,2.54
1830.5,NaN,NaN,0.51,NaN,NaN,NaN,2.52
1831,NaN,NaN,0.54,NaN,NaN,NaN,2.54
1831.5,NaN,NaN,0.57,NaN,NaN,NaN,2.52
1832,NaN,NaN,0.59,NaN,NaN,NaN,2.50
1832.5,NaN,NaN,0.60,NaN,NaN,NaN,2.48
1833,NaN,NaN,0.60,NaN,NaN,NaN,2.48
1833.5,NaN,NaN,0.63,NaN,NaN,NaN,2.44
1834,NaN,NaN,0.67,NaN,NaN,NaN,2.42
1834.5,NaN,NaN,0.71,NaN,NaN,NaN,2.39
1835,NaN,NaN,0.72,NaN,NaN,NaN,2.38
1835.5,NaN,NaN,0.73,NaN,NaN,NaN,2.35
1836,NaN,NaN,0.71,NaN,NaN,NaN,2.34
1836.5,NaN,NaN,0.69,NaN,NaN,NaN,2.33
1837,NaN,NaN,0.70,NaN,NaN,NaN,2.30
1837.5,NaN,NaN,0.70,NaN,NaN,NaN,2.28
1838,NaN,NaN,0.69,NaN,NaN,NaN,2.26
1838.5,NaN,NaN,0.68,NaN,NaN,NaN,2.26
1839,NaN,NaN,0.67,NaN,NaN,NaN,2.27
1839.5,NaN,NaN,0.68,NaN,NaN,NaN,2.27
1840,NaN,NaN,0.68,NaN,NaN,NaN,2.28
1840.5,NaN,NaN,0.66,NaN,NaN,NaN,2.28
1841,NaN,NaN,0.63,NaN,NaN,NaN,2.30
1841.5,NaN,NaN,0.63,NaN,NaN,NaN,2.30
1842,NaN,NaN,0.59,NaN,NaN,NaN,2.32
1842.5,NaN,NaN,0.57,NaN,NaN,NaN,2.33
1843,NaN,NaN,0.56,NaN,NaN,NaN,2.36
1843.5,NaN,NaN,0.52,NaN,NaN,NaN,2.39
1844,NaN,NaN,0.49,NaN,NaN,NaN,2.42
1844.5,NaN,NaN,0.43,NaN,NaN,NaN,2.44
1845,NaN,NaN,0.41,NaN,NaN,NaN,2.45
1845.5,NaN,NaN,0.38,NaN,NaN,NaN,2.47
1846,NaN,NaN,0.36,NaN,NaN,NaN,2.48
1846.5,NaN,NaN,0.34,NaN,NaN,NaN,2.51
1847,NaN,NaN,0.35,NaN,NaN,NaN,2.51
1847.5,NaN,NaN,0.34,NaN,NaN,NaN,2.52
1848,NaN,NaN,0.34,NaN,NaN,NaN,2.53
1848.5,NaN,NaN,0.37,NaN,NaN,NaN,2.52
1849,NaN,NaN,0.37,NaN,NaN,NaN,2.52
1849.5,NaN,NaN,0.37,NaN,NaN,NaN,2.51
1850,NaN,NaN,0.39,NaN,NaN,NaN,2.51
1850.5,NaN,NaN,0.40,NaN,NaN,NaN,2.52
1851,NaN,NaN,0.41,NaN,NaN,NaN,2.53
1851.5,NaN,NaN,0.45,NaN,NaN,NaN,2.56
1852,NaN,NaN,0.44,NaN,NaN,NaN,2.58
1852.5,NaN,NaN,0.44,NaN,NaN,NaN,2.59
1853,NaN,NaN,0.44,NaN,NaN,NaN,2.60
1853.5,NaN,NaN,0.42,NaN,NaN,NaN,2.59
1854,NaN,NaN,0.40,NaN,NaN,NaN,2.58
1854.5,NaN,NaN,0.39,NaN,NaN,NaN,2.59
1855,NaN,NaN,0.40,NaN,NaN,NaN,2.59
1855.5,NaN,NaN,0.41,NaN,NaN,NaN,2.59
1856,NaN,NaN,0.45,NaN,NaN,NaN,2.58
1856.5,NaN,NaN,0.50,NaN,NaN,NaN,2.57
1857,NaN,NaN,0.53,NaN,NaN,NaN,2.56
1857.5,NaN,NaN,0.55,NaN,NaN,NaN,2.55
1858,NaN,NaN,0.60,NaN,NaN,NaN,2.52
1858.5,NaN,NaN,0.64,NaN,NaN,NaN,2.46
1859,NaN,NaN,0.69,NaN,NaN,NaN,2.45
1859.5,NaN,NaN,0.75,NaN,NaN,NaN,2.45
1860,NaN,NaN,0.78,NaN,NaN,NaN,2.44
1860.5,NaN,NaN,0.82,NaN,NaN,NaN,2.45
1861,NaN,NaN,0.86,NaN,NaN,NaN,2.43
1861.5,NaN,NaN,0.86,NaN,NaN,NaN,2.42
1862,NaN,NaN,0.88,NaN,NaN,NaN,2.42
1862.5,NaN,NaN,0.90,NaN,NaN,NaN,2.44
1863,NaN,NaN,0.92,NaN,NaN,NaN,2.44
1863.5,NaN,NaN,0.92,NaN,NaN,NaN,2.43
1864,NaN,NaN,0.91,NaN,NaN,NaN,2.40
1864.5,NaN,NaN,0.91,NaN,NaN,NaN,2.40
1865,NaN,NaN,0.88,NaN,NaN,NaN,2.38
1865.5,NaN,NaN,0.85,NaN,NaN,NaN,2.36
1866,NaN,NaN,0.83,NaN,NaN,NaN,2.35
1866.5,NaN,NaN,0.81,NaN,NaN,NaN,2.33
1867,NaN,NaN,0.80,NaN,NaN,NaN,2.32
1867.5,NaN,NaN,0.78,NaN,NaN,NaN,2.29
1868,NaN,NaN,0.75,NaN,NaN,NaN,2.28
1868.5,NaN,NaN,0.72,NaN,NaN,NaN,2.27
1869,NaN,NaN,0.68,NaN,NaN,NaN,2.27
1869.5,NaN,NaN,0.66,NaN,NaN,NaN,2.26
1870,NaN,NaN,0.65,NaN,NaN,NaN,2.24
1870.5,NaN,NaN,0.62,NaN,NaN,NaN,2.24
1871,NaN,NaN,0.60,NaN,NaN,NaN,2.23
1871.5,NaN,NaN,0.59,NaN,NaN,NaN,2.24
1872,NaN,NaN,0.60,NaN,NaN,NaN,2.22
1872.5,NaN,NaN,0.59,NaN,NaN,NaN,2.23
1873,NaN,NaN,0.61,NaN,NaN,NaN,2.22
1873.5,NaN,NaN,0.59,NaN,NaN,NaN,2.23
1874,NaN,NaN,0.58,NaN,NaN,NaN,2.23
1874.5,NaN,NaN,0.58,NaN,NaN,NaN,2.23
1875,NaN,NaN,0.57,NaN,NaN,NaN,2.25
1875.5,NaN,NaN,0.58,NaN,NaN,NaN,2.25
1876,NaN,NaN,0.57,NaN,NaN,NaN,2.24
1876.5,NaN,NaN,0.56,NaN,NaN,NaN,2.24
1877,NaN,NaN,0.57,NaN,NaN,NaN,2.25
1877.5,NaN,NaN,0.57,NaN,NaN,NaN,2.25
1878,NaN,NaN,0.56,NaN,NaN,NaN,2.26
1878.5,NaN,NaN,0.56,NaN,NaN,NaN,2.25
1879,NaN,NaN,0.55,NaN,NaN,NaN,2.25
1879.5,NaN,NaN,0.55,NaN,NaN,NaN,2.27
1880,NaN,NaN,0.51,NaN,NaN,NaN,2.27
1880.5,NaN,NaN,0.51,NaN,NaN,NaN,2.28
1881,NaN,NaN,0.48,NaN,NaN,NaN,2.29
1881.5,NaN,NaN,0.45,NaN,NaN,NaN,2.29
1882,NaN,NaN,0.44,NaN,NaN,NaN,2.32
1882.5,NaN,NaN,0.41,NaN,NaN,NaN,2.32
1883,NaN,NaN,0.39,NaN,NaN,NaN,2.34
1883.5,NaN,NaN,0.39,NaN,NaN,NaN,2.34
1884,NaN,NaN,0.39,NaN,NaN,NaN,2.34
1884.5,NaN,NaN,0.36,NaN,NaN,NaN,2.32
1885,NaN,NaN,0.38,NaN,NaN,NaN,2.31
1885.5,NaN,NaN,0.36,NaN,NaN,NaN,2.30
1886,NaN,NaN,0.37,NaN,NaN,NaN,2.31
1886.5,NaN,NaN,0.39,NaN,NaN,NaN,2.30
1887,NaN,NaN,0.44,NaN,NaN,NaN,2.29
1887.5,NaN,NaN,0.46,NaN,NaN,NaN,2.28
1888,NaN,NaN,0.51,NaN,NaN,NaN,2.26
1888.5,NaN,NaN,0.56,NaN,NaN,NaN,2.25
1889,NaN,NaN,0.58,NaN,NaN,NaN,2.24
1889.5,NaN,NaN,0.63,NaN,NaN,NaN,2.23
1890,NaN,NaN,0.66,NaN,NaN,NaN,2.22
1890.5,NaN,NaN,0.70,NaN,NaN,NaN,2.20
1891,NaN,NaN,0.69,NaN,NaN,NaN,2.18
1891.5,NaN,NaN,0.69,NaN,NaN,NaN,2.17
1892,NaN,NaN,0.72,NaN,NaN,NaN,2.17
1892.5,NaN,NaN,0.74,NaN,NaN,NaN,2.15
1893,NaN,NaN,0.74,NaN,NaN,NaN,2.16
1893.5,NaN,NaN,0.74,NaN,NaN,NaN,2.13
1894,NaN,NaN,0.73,NaN,NaN,NaN,2.13
1894.5,NaN,NaN,0.72,NaN,NaN,NaN,2.12
1895,NaN,NaN,0.73,NaN,NaN,NaN,2.10
1895.5,NaN,NaN,0.72,NaN,NaN,NaN,2.07
1896,NaN,NaN,0.73,NaN,NaN,NaN,2.06
1896.5,NaN,NaN,0.74,NaN,NaN,NaN,2.07
1897,NaN,NaN,0.73,NaN,NaN,NaN,2.04
1897.5,NaN,NaN,0.70,NaN,NaN,NaN,2.02
1898,NaN,NaN,0.70,NaN,NaN,NaN,2.03
1898.5,NaN,NaN,0.69,NaN,NaN,NaN,2.02
1899,NaN,NaN,0.68,NaN,NaN,NaN,2.02
1899.5,NaN,NaN,0.68,NaN,NaN,NaN,2.02
1900,NaN,NaN,0.69,NaN,NaN,NaN,2.02
1900.5,NaN,NaN,0.72,NaN,NaN,NaN,2.02
1901,NaN,NaN,0.75,NaN,NaN,NaN,2.01
1901.5,NaN,NaN,0.76,NaN,NaN,NaN,2.02
1902,NaN,NaN,0.79,NaN,NaN,NaN,2.01
1902.5,NaN,NaN,0.82,NaN,NaN,NaN,1.99
1903,NaN,NaN,0.82,NaN,NaN,NaN,1.99
1903.5,NaN,NaN,0.82,NaN,NaN,NaN,1.98
1904,NaN,NaN,0.82,NaN,NaN,NaN,1.97
1904.5,NaN,NaN,0.83,NaN,NaN,NaN,1.98
1905,NaN,NaN,0.80,NaN,NaN,NaN,1.97
1905.5,NaN,NaN,0.79,NaN,NaN,NaN,1.96
1906,NaN,NaN,0.77,NaN,NaN,NaN,1.96
1906.5,NaN,NaN,0.77,NaN,NaN,NaN,1.97
1907,NaN,NaN,0.76,NaN,NaN,NaN,1.96
1907.5,NaN,NaN,0.73,NaN,NaN,NaN,1.94
1908,NaN,NaN,0.73,NaN,NaN,NaN,1.94
1908.5,NaN,NaN,0.73,NaN,NaN,NaN,1.93
1909,NaN,NaN,0.70,NaN,NaN,NaN,1.92
1909.5,NaN,NaN,0.70,NaN,NaN,NaN,1.92
1910,NaN,NaN,0.72,NaN,NaN,NaN,1.92
1910.5,NaN,NaN,0.74,NaN,NaN,NaN,1.92
1911,NaN,NaN,0.74,NaN,NaN,NaN,1.91
1911.5,NaN,NaN,0.75,NaN,NaN,NaN,1.91
1912,NaN,NaN,0.78,NaN,NaN,NaN,1.91
1912.5,NaN,NaN,0.78,NaN,NaN,NaN,1.91
1913,NaN,NaN,0.83,NaN,NaN,NaN,1.89
1913.5,NaN,NaN,0.80,NaN,NaN,NaN,1.89
1914,NaN,NaN,0.79,NaN,NaN,NaN,1.88
1914.5,NaN,NaN,0.75,NaN,NaN,NaN,1.86
1915,NaN,NaN,0.72,NaN,NaN,NaN,1.84
1915.5,NaN,NaN,0.66,NaN,NaN,NaN,1.84
1916,NaN,NaN,0.60,NaN,NaN,NaN,1.85
1916.5,NaN,NaN,0.55,NaN,NaN,NaN,1.85
1917,NaN,NaN,0.54,NaN,NaN,NaN,1.90
1917.5,NaN,NaN,0.52,NaN,NaN,NaN,1.97
1918,NaN,NaN,0.47,NaN,NaN,NaN,2.01
1918.5,NaN,NaN,0.43,NaN,NaN,NaN,2.09
1919,NaN,NaN,0.42,NaN,NaN,NaN,2.15
1919.5,NaN,NaN,0.43,NaN,NaN,NaN,2.23
1920,NaN,NaN,0.45,NaN,NaN,NaN,2.29
1920.5,NaN,NaN,0.43,NaN,NaN,NaN,2.31
1921,NaN,NaN,0.43,NaN,NaN,NaN,2.35
1921.5,NaN,NaN,0.43,NaN,NaN,NaN,2.36
1922,NaN,NaN,0.41,NaN,NaN,NaN,2.34
1922.5,NaN,NaN,0.40,NaN,NaN,NaN,2.31
1923,NaN,NaN,0.37,NaN,NaN,NaN,2.29
1923.5,NaN,NaN,0.32,NaN,NaN,NaN,2.25
1924,NaN,NaN,0.32,NaN,NaN,NaN,2.18
1924.5,NaN,NaN,0.32,NaN,NaN,NaN,2.13
1925,NaN,NaN,0.31,NaN,NaN,NaN,2.08
1925.5,NaN,NaN,0.29,NaN,NaN,NaN,2.07
1926,NaN,NaN,0.29,NaN,NaN,NaN,2.03
1926.5,NaN,NaN,0.30,NaN,NaN,NaN,2.01
1927,NaN,NaN,0.29,NaN,NaN,NaN,2.00
1927.5,NaN,NaN,0.29,NaN,NaN,NaN,1.98
1928,NaN,NaN,0.32,NaN,NaN,NaN,1.96
1928.5,NaN,NaN,0.32,NaN,NaN,NaN,1.95
1929,NaN,NaN,0.31,NaN,NaN,NaN,1.95
1929.5,NaN,NaN,0.29,NaN,NaN,NaN,1.94
1930,NaN,NaN,0.24,NaN,NaN,NaN,1.94
1930.5,NaN,NaN,0.21,NaN,NaN,NaN,1.95
1931,NaN,NaN,0.20,NaN,NaN,NaN,1.96
1931.5,NaN,NaN,0.19,NaN,NaN,NaN,1.97
1932,NaN,NaN,0.18,NaN,NaN,NaN,1.98
1932.5,NaN,NaN,0.15,NaN,NaN,NaN,1.97
1933,NaN,NaN,0.13,NaN,NaN,NaN,1.97
1933.5,NaN,NaN,0.10,NaN,NaN,NaN,1.95
1934,NaN,NaN,0.07,NaN,NaN,NaN,1.93
1934.5,NaN,NaN,0.06,NaN,NaN,NaN,1.92
1935,NaN,NaN,0.04,NaN,NaN,NaN,1.91
1935.5,NaN,NaN,0.04,NaN,NaN,NaN,1.89
1936,NaN,NaN,0.02,NaN,NaN,NaN,1.86
1936.5,NaN,NaN,NaN,NaN,NaN,NaN,1.84
1937,NaN,NaN,NaN,NaN,NaN,NaN,1.84
1937.5,NaN,NaN,NaN,NaN,NaN,NaN,1.81
1938,NaN,NaN,NaN,NaN,NaN,NaN,1.79
1938.5,NaN,NaN,NaN,NaN,NaN,NaN,1.78
1939,NaN,NaN,NaN,NaN,NaN,NaN,1.76
1939.5,NaN,NaN,-0.00,NaN,NaN,NaN,1.76
1940,NaN,NaN,0.03,NaN,NaN,NaN,1.76
1940.5,NaN,NaN,0.07,NaN,NaN,NaN,1.76
1941,NaN,NaN,0.11,NaN,NaN,NaN,1.76
1941.5,NaN,NaN,0.15,NaN,NaN,NaN,1.77
1942,NaN,NaN,0.17,NaN,NaN,NaN,1.77
1942.5,NaN,NaN,0.19,NaN,NaN,NaN,1.79
1943,NaN,NaN,0.21,NaN,NaN,NaN,1.79
1943.5,NaN,NaN,0.24,NaN,NaN,NaN,1.82
1944,NaN,NaN,0.29,NaN,NaN,NaN,1.86
1944.5,NaN,NaN,0.32,NaN,NaN,NaN,1.88
1945,NaN,NaN,0.41,NaN,NaN,NaN,1.89
1945.5,NaN,NaN,0.49,NaN,NaN,NaN,1.91
1946,NaN,NaN,0.55,NaN,NaN,NaN,1.89
1946.5,NaN,NaN,0.59,NaN,NaN,NaN,1.89
1947,NaN,NaN,0.60,NaN,NaN,NaN,1.91
1947.5,NaN,NaN,0.64,NaN,NaN,NaN,1.91
1948,NaN,NaN,0.65,NaN,NaN,NaN,1.91
1948.5,NaN,NaN,0.65,NaN,NaN,NaN,1.92
1949,NaN,NaN,0.66,NaN,NaN,NaN,1.94
1949.5,NaN,NaN,0.66,NaN,NaN,NaN,1.96
1950,NaN,NaN,0.67,NaN,NaN,NaN,1.97
1950.5,NaN,NaN,0.67,NaN,NaN,NaN,2.01
1951,NaN,NaN,0.68,NaN,NaN,NaN,2.05
1951.5,NaN,NaN,0.70,NaN,NaN,NaN,2.08
1952,NaN,NaN,0.71,NaN,NaN,NaN,2.12
1952.5,NaN,NaN,0.71,NaN,NaN,NaN,2.14
1953,NaN,NaN,0.69,NaN,NaN,NaN,2.18
1953.5,NaN,NaN,0.68,NaN,NaN,NaN,2.22
1954,NaN,NaN,0.67,NaN,NaN,NaN,2.24
1954.5,NaN,NaN,0.64,NaN,NaN,NaN,2.26
1955,NaN,NaN,0.62,NaN,NaN,NaN,2.27
1955.5,NaN,NaN,0.59,NaN,NaN,NaN,2.30
1956,NaN,NaN,0.56,NaN,NaN,NaN,2.31
1956.5,NaN,NaN,0.56,NaN,NaN,NaN,2.30
1957,NaN,NaN,0.54,NaN,NaN,NaN,2.29
1957.5,NaN,NaN,0.54,NaN,NaN,NaN,2.27
1958,NaN,NaN,0.56,NaN,NaN,NaN,2.24
1958.5,NaN,NaN,0.58,NaN,NaN,NaN,2.24
1959,NaN,NaN,0.60,NaN,NaN,NaN,2.24
1959.5,NaN,NaN,0.62,NaN,NaN,NaN,2.21
1960,NaN,NaN,0.65,NaN,NaN,NaN,2.19
1960.5,NaN,NaN,0.66,NaN,NaN,NaN,2.16
1961,NaN,NaN,0.66,NaN,NaN,NaN,2.11
1961.5,NaN,NaN,0.65,NaN,NaN,NaN,2.05
1962,NaN,NaN,0.64,NaN,NaN,NaN,2.00
1962.5,NaN,NaN,0.60,NaN,NaN,NaN,1.99
1963,NaN,NaN,0.57,NaN,NaN,NaN,1.92
1963.5,NaN,NaN,0.56,NaN,NaN,NaN,1.89
1964,NaN,NaN,0.56,NaN,NaN,NaN,1.86
1964.5,NaN,NaN,0.60,NaN,NaN,NaN,1.85
1965,NaN,NaN,0.61,NaN,NaN,NaN,1.83
1965.5,NaN,NaN,0.60,NaN,NaN,NaN,1.81
1966,NaN,NaN,0.62,NaN,NaN,NaN,1.79
1966.5,NaN,NaN,0.61,NaN,NaN,NaN,1.80
1967,NaN,NaN,0.61,NaN,NaN,NaN,1.81
1967.5,NaN,NaN,0.61,NaN,NaN,NaN,1.81
1968,NaN,NaN,0.61,NaN,NaN,NaN,1.80
1968.5,NaN,NaN,0.60,NaN,NaN,NaN,1.80
1969,NaN,NaN,0.59,NaN,NaN,NaN,1.81
1969.5,NaN,NaN,0.59,NaN,NaN,NaN,1.82
1970,NaN,NaN,0.57,NaN,NaN,NaN,1.84
1970.5,NaN,NaN,0.53,NaN,NaN,NaN,1.82
1971,NaN,NaN,0.50,NaN,NaN,NaN,1.84
1971.5,NaN,NaN,0.49,NaN,NaN,NaN,1.84
1972,NaN,NaN,0.46,NaN,NaN,NaN,1.83
1972.5,NaN,NaN,0.43,NaN,NaN,NaN,1.85
1973,NaN,NaN,0.42,NaN,NaN,NaN,1.84
1973.5,NaN,NaN,0.39,NaN,NaN,NaN,1.84
1974,NaN,NaN,0.39,NaN,NaN,NaN,1.82
