secs,&nbsp;4 12:28+1&gt;1,&nbsp;4 12:34+2&gt;2,&nbsp;4 14:24+6&gt;2,&nbsp;4 17:43+0&gt;2,&nbsp;9c+ 18:19+0&gt;13,&nbsp;9c+ 18:20+0&gt;24,&nbsp;9a 18:23+26&gt;26
2958,NaN,NaN,NaN,NaN,NaN,NaN,0.42
2958.5,NaN,NaN,NaN,NaN,NaN,NaN,0.43
2959,NaN,NaN,NaN,NaN,NaN,NaN,0.44
2959.5,NaN,NaN,NaN,NaN,NaN,NaN,0.44
2960,NaN,NaN,NaN,NaN,NaN,NaN,0.45
2960.5,NaN,NaN,NaN,NaN,NaN,NaN,0.47
2961,NaN,NaN,NaN,NaN,NaN,NaN,0.50
2961.5,NaN,NaN,NaN,NaN,NaN,NaN,0.49
2962,NaN,NaN,NaN,NaN,NaN,NaN,0.50
2962.5,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2963,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2963.5,NaN,NaN,NaN,NaN,NaN,NaN,0.53
2964,NaN,NaN,NaN,NaN,NaN,NaN,0.54
2964.5,NaN,NaN,NaN,NaN,NaN,NaN,0.57
2965,NaN,NaN,NaN,NaN,NaN,NaN,0.58
2965.5,NaN,NaN,NaN,NaN,NaN,NaN,0.60
2966,NaN,NaN,NaN,NaN,NaN,NaN,0.63
2966.5,NaN,NaN,NaN,NaN,NaN,NaN,0.64
2967,NaN,NaN,NaN,NaN,NaN,NaN,0.65
2967.5,NaN,NaN,NaN,NaN,NaN,NaN,0.68
2968,NaN,NaN,NaN,NaN,NaN,NaN,0.72
2968.5,NaN,NaN,NaN,NaN,NaN,NaN,0.74
2969,NaN,NaN,NaN,NaN,NaN,NaN,0.75
2969.5,NaN,NaN,NaN,NaN,NaN,NaN,0.78
2970,NaN,NaN,NaN,NaN,NaN,NaN,0.84
2970.5,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2971,NaN,NaN,NaN,NaN,NaN,NaN,0.92
2971.5,NaN,NaN,NaN,NaN,NaN,NaN,0.94
2972,NaN,NaN,NaN,NaN,NaN,NaN,0.98
2972.5,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2973,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2973.5,NaN,NaN,NaN,NaN,NaN,NaN,0.98
2974,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2974.5,NaN,NaN,NaN,NaN,NaN,NaN,0.96
2975,NaN,NaN,NaN,NaN,NaN,NaN,0.92
2975.5,NaN,NaN,NaN,NaN,NaN,NaN,0.90
2976,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2976.5,NaN,NaN,NaN,NaN,NaN,NaN,0.85
2977,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2977.5,NaN,NaN,NaN,NaN,NaN,NaN,0.82
2978,NaN,NaN,NaN,NaN,NaN,NaN,0.79
2978.5,NaN,NaN,NaN,NaN,NaN,NaN,0.77
2979,NaN,NaN,NaN,NaN,NaN,NaN,0.76
2979.5,NaN,NaN,NaN,NaN,NaN,NaN,0.73
2980,NaN,NaN,NaN,NaN,NaN,NaN,0.74
2980.5,NaN,NaN,NaN,NaN,NaN,NaN,0.74
2981,NaN,NaN,0.00,NaN,NaN,NaN,0.72
2981.5,NaN,NaN,0.02,NaN,NaN,NaN,0.72
2982,NaN,NaN,0.02,NaN,NaN,NaN,0.70
2982.5,NaN,NaN,0.03,NaN,NaN,NaN,0.72
2983,NaN,NaN,0.04,NaN,NaN,NaN,0.71
2983.5,NaN,NaN,0.05,NaN,NaN,NaN,0.71
2984,NaN,NaN,0.06,NaN,NaN,NaN,0.72
2984.5,NaN,NaN,0.06,NaN,NaN,NaN,0.71
2985,NaN,NaN,0.06,NaN,NaN,NaN,0.71
2985.5,NaN,NaN,0.07,NaN,NaN,NaN,0.72
2986,NaN,NaN,0.07,NaN,NaN,NaN,0.72
2986.5,NaN,NaN,0.07,NaN,NaN,NaN,0.72
2987,NaN,NaN,0.09,NaN,NaN,NaN,0.72
2987.5,NaN,NaN,0.09,NaN,NaN,NaN,0.70
2988,NaN,NaN,0.08,NaN,NaN,NaN,0.69
2988.5,NaN,NaN,0.06,NaN,NaN,NaN,0.70
2989,NaN,NaN,0.05,NaN,NaN,NaN,0.69
2989.5,NaN,NaN,0.05,NaN,NaN,NaN,0.69
2990,NaN,NaN,0.03,NaN,NaN,NaN,0.71
2990.5,NaN,NaN,0.02,NaN,NaN,NaN,0.71
2991,NaN,NaN,0.01,NaN,NaN,NaN,0.70
2991.5,NaN,NaN,NaN,NaN,NaN,NaN,0.70
2992,NaN,NaN,NaN,NaN,NaN,NaN,0.69
2992.5,NaN,NaN,NaN,NaN,NaN,NaN,0.69
2993,NaN,NaN,NaN,NaN,NaN,NaN,0.72
2993.5,NaN,NaN,NaN,NaN,NaN,NaN,0.72
2994,NaN,NaN,NaN,NaN,NaN,NaN,0.73
2994.5,NaN,NaN,NaN,NaN,NaN,NaN,0.76
2995,NaN,NaN,NaN,NaN,NaN,NaN,0.76
2995.5,NaN,NaN,NaN,NaN,NaN,NaN,0.77
2996,NaN,NaN,NaN,NaN,NaN,NaN,0.77
2996.5,NaN,NaN,NaN,NaN,NaN,NaN,0.79
2997,NaN,NaN,NaN,NaN,NaN,NaN,0.81
2997.5,NaN,NaN,NaN,NaN,NaN,NaN,0.81
2998,NaN,NaN,NaN,NaN,NaN,NaN,0.82
2998.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2999,NaN,NaN,NaN,NaN,NaN,NaN,0.84
2999.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3000,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3000.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3001,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3001.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3002,NaN,NaN,NaN,NaN,NaN,NaN,0.85
3002.5,NaN,NaN,NaN,NaN,NaN,NaN,0.86
3003,NaN,NaN,NaN,NaN,NaN,NaN,0.85
3003.5,NaN,NaN,NaN,NaN,NaN,NaN,0.85
3004,NaN,NaN,NaN,NaN,NaN,NaN,0.84
3004.5,NaN,NaN,NaN,NaN,NaN,NaN,0.84
3005,NaN,NaN,NaN,NaN,NaN,NaN,0.84
3005.5,NaN,NaN,NaN,NaN,NaN,NaN,0.85
3006,NaN,NaN,NaN,NaN,NaN,NaN,0.84
3006.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3007,NaN,NaN,NaN,NaN,NaN,NaN,0.81
3007.5,NaN,NaN,NaN,NaN,NaN,NaN,0.79
3008,NaN,NaN,NaN,NaN,NaN,NaN,0.78
3008.5,NaN,NaN,NaN,NaN,NaN,NaN,0.79
3009,NaN,NaN,NaN,NaN,NaN,NaN,0.80
3009.5,NaN,NaN,NaN,NaN,NaN,NaN,0.80
3010,NaN,NaN,NaN,NaN,NaN,NaN,0.79
3010.5,NaN,NaN,NaN,NaN,NaN,NaN,0.79
3011,NaN,NaN,NaN,NaN,NaN,NaN,0.78
3011.5,NaN,NaN,NaN,NaN,NaN,NaN,0.77
3012,NaN,NaN,NaN,NaN,NaN,NaN,0.76
3012.5,NaN,NaN,NaN,NaN,NaN,NaN,0.74
3013,NaN,NaN,NaN,NaN,NaN,NaN,0.75
3013.5,NaN,NaN,NaN,NaN,NaN,NaN,0.73
3014,NaN,NaN,0.01,NaN,NaN,NaN,0.70
3014.5,NaN,NaN,0.02,NaN,NaN,NaN,0.68
3015,NaN,NaN,0.05,NaN,NaN,NaN,0.64
3015.5,NaN,NaN,0.05,NaN,NaN,NaN,0.63
3016,NaN,NaN,0.05,NaN,NaN,NaN,0.61
3016.5,NaN,NaN,0.07,NaN,NaN,NaN,0.62
3017,NaN,NaN,0.06,NaN,NaN,NaN,0.61
3017.5,NaN,NaN,0.02,NaN,NaN,NaN,0.60
3018,NaN,NaN,NaN,NaN,NaN,NaN,0.61
3018.5,NaN,NaN,NaN,NaN,NaN,NaN,0.64
3019,NaN,NaN,NaN,NaN,NaN,NaN,0.66
3019.5,NaN,NaN,NaN,NaN,NaN,NaN,0.69
3020,NaN,NaN,NaN,NaN,NaN,NaN,0.71
3020.5,NaN,NaN,NaN,NaN,NaN,NaN,0.73
3021,NaN,NaN,NaN,NaN,NaN,NaN,0.75
3021.5,NaN,NaN,NaN,NaN,NaN,NaN,0.76
3022,NaN,NaN,NaN,NaN,NaN,NaN,0.79
3022.5,NaN,NaN,NaN,NaN,NaN,NaN,0.80
3023,NaN,NaN,NaN,NaN,NaN,NaN,0.81
3023.5,NaN,NaN,NaN,NaN,NaN,NaN,0.82
3024,NaN,NaN,NaN,NaN,NaN,NaN,0.84
3024.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3025,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3025.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
3026,NaN,NaN,NaN,NaN,NaN,NaN,0.81
3026.5,NaN,NaN,NaN,NaN,NaN,NaN,0.80
3027,NaN,NaN,NaN,NaN,NaN,NaN,0.79
3027.5,NaN,NaN,NaN,NaN,NaN,NaN,0.79
3028,NaN,NaN,NaN,NaN,NaN,NaN,0.78
3028.5,NaN,NaN,NaN,NaN,NaN,NaN,0.75
3029,NaN,NaN,NaN,NaN,NaN,NaN,0.73
3029.5,NaN,NaN,NaN,NaN,NaN,NaN,0.72
3030,NaN,NaN,NaN,NaN,NaN,NaN,0.70
3030.5,NaN,NaN,NaN,NaN,NaN,NaN,0.68
3031,NaN,NaN,NaN,NaN,NaN,NaN,0.64
3031.5,NaN,NaN,NaN,NaN,NaN,NaN,0.62
3032,NaN,NaN,0.01,NaN,NaN,NaN,0.60
3032.5,NaN,NaN,0.03,NaN,NaN,NaN,0.59
3033,NaN,NaN,0.08,NaN,NaN,NaN,0.56
3033.5,NaN,NaN,0.10,NaN,NaN,NaN,0.52
3034,NaN,NaN,0.08,NaN,NaN,NaN,0.51
3034.5,NaN,NaN,0.06,NaN,NaN,NaN,0.50
3035,NaN,NaN,0.08,NaN,NaN,NaN,0.48
3035.5,NaN,NaN,0.11,NaN,NaN,NaN,0.47
3036,NaN,NaN,0.19,NaN,NaN,NaN,0.45
3036.5,NaN,NaN,0.29,NaN,NaN,NaN,0.41
3037,NaN,NaN,0.34,NaN,NaN,NaN,0.39
3037.5,NaN,NaN,0.44,NaN,NaN,NaN,0.38
3038,NaN,NaN,0.51,NaN,NaN,NaN,0.35
3038.5,NaN,NaN,0.54,NaN,NaN,NaN,0.35
3039,NaN,NaN,0.54,NaN,NaN,NaN,0.34
3039.5,NaN,NaN,0.53,NaN,NaN,NaN,0.31
3040,NaN,NaN,0.48,NaN,NaN,NaN,0.32
3040.5,NaN,NaN,0.38,NaN,NaN,NaN,0.32
3041,NaN,NaN,0.27,NaN,NaN,NaN,0.30
3041.5,NaN,NaN,0.19,NaN,NaN,NaN,0.29
3042,NaN,NaN,0.18,NaN,NaN,NaN,0.29
3042.5,NaN,NaN,0.17,NaN,NaN,NaN,0.28
3043,NaN,NaN,0.14,NaN,NaN,NaN,0.30
3043.5,NaN,NaN,0.11,NaN,NaN,NaN,0.31
3044,NaN,NaN,0.12,NaN,NaN,NaN,0.31
3044.5,NaN,NaN,0.13,NaN,NaN,NaN,0.34
3045,NaN,NaN,0.17,NaN,NaN,NaN,0.37
3045.5,NaN,NaN,0.23,NaN,NaN,NaN,0.38
3046,NaN,NaN,0.21,NaN,NaN,NaN,0.36
3046.5,NaN,NaN,0.21,NaN,NaN,NaN,0.36
3047,NaN,NaN,0.20,NaN,NaN,NaN,0.38
3047.5,NaN,NaN,0.20,NaN,NaN,NaN,0.39
3048,NaN,NaN,0.17,NaN,NaN,NaN,0.41
3048.5,NaN,NaN,0.16,NaN,NaN,NaN,0.42
3049,NaN,NaN,0.15,NaN,NaN,NaN,0.43
3049.5,NaN,NaN,0.17,NaN,NaN,NaN,0.46
3050,NaN,NaN,0.25,NaN,NaN,NaN,0.47
3050.5,NaN,NaN,0.30,NaN,NaN,NaN,0.49
3051,NaN,NaN,0.33,NaN,NaN,NaN,0.50
3051.5,NaN,NaN,0.36,NaN,NaN,NaN,0.49
3052,NaN,NaN,0.38,NaN,NaN,NaN,0.50
3052.5,NaN,NaN,0.43,NaN,NaN,NaN,0.52
3053,NaN,NaN,0.45,NaN,NaN,NaN,0.54
3053.5,NaN,NaN,0.46,NaN,NaN,NaN,0.55
3054,NaN,NaN,0.44,NaN,NaN,NaN,0.56
3054.5,NaN,NaN,0.38,NaN,NaN,NaN,0.59
3055,NaN,NaN,0.33,NaN,NaN,NaN,0.63
3055.5,NaN,NaN,0.32,NaN,NaN,NaN,0.65
3056,NaN,NaN,0.29,NaN,NaN,NaN,0.66
3056.5,NaN,NaN,0.27,NaN,NaN,NaN,0.68
3057,NaN,NaN,0.25,NaN,NaN,NaN,0.68
3057.5,NaN,NaN,0.23,NaN,NaN,NaN,0.68
3058,NaN,NaN,0.24,NaN,NaN,NaN,0.68
3058.5,NaN,NaN,0.24,NaN,NaN,NaN,0.68
3059,NaN,NaN,0.25,NaN,NaN,NaN,0.69
3059.5,NaN,NaN,0.26,NaN,NaN,NaN,0.67
3060,NaN,NaN,0.24,NaN,NaN,NaN,0.66
3060.5,NaN,NaN,0.24,NaN,NaN,NaN,0.65
3061,NaN,NaN,0.23,NaN,NaN,NaN,0.64
3061.5,NaN,NaN,0.26,NaN,NaN,NaN,0.63
3062,NaN,NaN,0.34,NaN,NaN,NaN,0.60
3062.5,NaN,NaN,0.35,NaN,NaN,NaN,0.56
3063,NaN,NaN,0.35,NaN,NaN,NaN,0.54
3063.5,NaN,NaN,0.36,NaN,NaN,NaN,0.53
3064,NaN,NaN,0.38,NaN,NaN,NaN,0.51
3064.5,NaN,NaN,0.39,NaN,NaN,NaN,0.47
3065,NaN,NaN,0.40,NaN,NaN,NaN,0.45
3065.5,NaN,NaN,0.37,NaN,NaN,NaN,0.41
3066,NaN,NaN,0.34,NaN,NaN,NaN,0.40
3066.5,NaN,NaN,0.27,NaN,NaN,NaN,0.38
3067,NaN,NaN,0.17,NaN,NaN,NaN,0.34
3067.5,NaN,NaN,0.08,NaN,NaN,NaN,0.31
3068,NaN,NaN,NaN,NaN,NaN,NaN,0.30
3068.5,NaN,NaN,NaN,NaN,NaN,NaN,0.31
3069,NaN,NaN,NaN,NaN,NaN,NaN,0.29
3069.5,NaN,NaN,NaN,NaN,NaN,NaN,0.26
3070,NaN,NaN,NaN,NaN,NaN,NaN,0.26
3070.5,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3071,NaN,NaN,NaN,NaN,NaN,NaN,0.29
3071.5,NaN,NaN,NaN,NaN,NaN,NaN,0.32
3072,NaN,NaN,NaN,NaN,NaN,NaN,0.33
3072.5,NaN,NaN,NaN,NaN,NaN,NaN,0.36
3073,NaN,NaN,NaN,NaN,NaN,NaN,0.37
3073.5,NaN,NaN,NaN,NaN,NaN,NaN,0.37
3074,NaN,NaN,NaN,NaN,NaN,NaN,0.43
3074.5,NaN,NaN,NaN,NaN,NaN,NaN,0.46
3075,NaN,NaN,NaN,NaN,NaN,NaN,0.49
3075.5,NaN,NaN,NaN,NaN,NaN,NaN,0.50
3076,NaN,NaN,NaN,NaN,NaN,NaN,0.53
3076.5,NaN,NaN,NaN,NaN,NaN,NaN,0.55
3077,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3077.5,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3078,NaN,NaN,NaN,NaN,NaN,NaN,0.57
3078.5,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3079,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3079.5,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3080,NaN,NaN,NaN,NaN,NaN,NaN,0.59
3080.5,NaN,NaN,NaN,NaN,NaN,NaN,0.59
3081,NaN,NaN,NaN,NaN,NaN,NaN,0.62
3081.5,NaN,NaN,NaN,NaN,NaN,NaN,0.61
3082,NaN,NaN,NaN,NaN,NaN,NaN,0.62
3082.5,NaN,NaN,NaN,NaN,NaN,NaN,0.60
3083,NaN,NaN,NaN,NaN,NaN,NaN,0.61
3083.5,NaN,NaN,NaN,NaN,NaN,NaN,0.62
3084,NaN,NaN,NaN,NaN,NaN,NaN,0.62
3084.5,NaN,NaN,NaN,NaN,NaN,NaN,0.63
3085,NaN,NaN,NaN,NaN,NaN,NaN,0.66
3085.5,NaN,NaN,0.00,NaN,NaN,NaN,0.66
3086,NaN,NaN,0.04,NaN,NaN,NaN,0.68
3086.5,NaN,NaN,0.09,NaN,NaN,NaN,0.70
3087,NaN,NaN,0.11,NaN,NaN,NaN,0.71
3087.5,NaN,NaN,0.11,NaN,NaN,NaN,0.71
3088,NaN,NaN,0.09,NaN,NaN,NaN,0.71
3088.5,NaN,NaN,0.06,NaN,NaN,NaN,0.72
3089,NaN,NaN,0.02,NaN,NaN,NaN,0.71
3089.5,NaN,NaN,NaN,NaN,NaN,NaN,0.70
3090,NaN,NaN,NaN,NaN,NaN,NaN,0.71
3090.5,NaN,NaN,NaN,NaN,NaN,NaN,0.71
3091,NaN,NaN,NaN,NaN,NaN,NaN,0.68
3091.5,NaN,NaN,NaN,NaN,NaN,NaN,0.68
3092,NaN,NaN,0.01,NaN,NaN,NaN,0.67
3092.5,NaN,NaN,0.03,NaN,NaN,NaN,0.64
3093,NaN,NaN,0.10,NaN,NaN,NaN,0.63
3093.5,NaN,NaN,0.12,NaN,NaN,NaN,0.61
3094,NaN,NaN,0.12,NaN,NaN,NaN,0.61
3094.5,NaN,NaN,0.10,NaN,NaN,NaN,0.62
3095,NaN,NaN,0.09,NaN,NaN,NaN,0.62
3095.5,NaN,NaN,0.06,NaN,NaN,NaN,0.62
3096,NaN,NaN,0.01,NaN,NaN,NaN,0.64
3096.5,NaN,NaN,NaN,NaN,NaN,NaN,0.64
3097,NaN,NaN,NaN,NaN,NaN,NaN,0.62
3097.5,NaN,NaN,NaN,NaN,NaN,NaN,0.62
3098,NaN,NaN,NaN,NaN,NaN,NaN,0.60
3098.5,NaN,NaN,NaN,NaN,NaN,NaN,0.59
3099,NaN,NaN,NaN,NaN,NaN,NaN,0.58
3099.5,NaN,NaN,NaN,NaN,NaN,NaN,0.59
3100,NaN,NaN,NaN,NaN,NaN,NaN,0.59
3100.5,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3101,NaN,NaN,NaN,NaN,NaN,NaN,0.55
3101.5,NaN,NaN,NaN,NaN,NaN,NaN,0.55
3102,NaN,NaN,NaN,NaN,NaN,NaN,0.55
3102.5,NaN,NaN,NaN,NaN,NaN,NaN,0.53
3103,NaN,NaN,NaN,NaN,NaN,NaN,0.51
3103.5,NaN,NaN,NaN,NaN,NaN,NaN,0.51
3104,NaN,NaN,NaN,NaN,NaN,NaN,0.51
3104.5,NaN,NaN,NaN,NaN,NaN,NaN,0.50
3105,NaN,NaN,0.01,NaN,NaN,NaN,0.50
3105.5,NaN,NaN,0.03,NaN,NaN,NaN,0.46
3106,NaN,NaN,0.05,NaN,NaN,NaN,0.44
3106.5,NaN,NaN,0.08,NaN,NaN,NaN,0.44
3107,NaN,NaN,0.10,NaN,NaN,NaN,0.43
3107.5,NaN,NaN,0.11,NaN,NaN,NaN,0.41
3108,NaN,NaN,0.11,NaN,NaN,NaN,0.41
3108.5,NaN,NaN,0.09,NaN,NaN,NaN,0.40
3109,NaN,NaN,0.09,NaN,NaN,NaN,0.40
3109.5,NaN,NaN,0.08,NaN,NaN,NaN,0.41
3110,NaN,NaN,0.07,NaN,NaN,NaN,0.41
3110.5,NaN,NaN,0.05,NaN,NaN,NaN,0.40
3111,NaN,NaN,0.02,NaN,NaN,NaN,0.41
3111.5,NaN,NaN,0.00,NaN,NaN,NaN,0.39
3112,NaN,NaN,NaN,NaN,NaN,NaN,0.37
3112.5,NaN,NaN,NaN,NaN,NaN,NaN,0.36
3113,NaN,NaN,NaN,NaN,NaN,NaN,0.32
3113.5,NaN,NaN,NaN,NaN,NaN,NaN,0.31
3114,NaN,NaN,NaN,NaN,NaN,NaN,0.27
3114.5,NaN,NaN,NaN,NaN,NaN,NaN,0.27
3115,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3115.5,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3116,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3116.5,NaN,NaN,NaN,NaN,NaN,NaN,0.27
3117,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3117.5,NaN,NaN,NaN,NaN,NaN,NaN,0.24
3118,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3118.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3119,NaN,NaN,NaN,NaN,NaN,NaN,0.24
3119.5,NaN,NaN,NaN,NaN,NaN,NaN,0.24
3120,NaN,NaN,NaN,NaN,NaN,NaN,0.24
3120.5,NaN,NaN,NaN,NaN,NaN,NaN,0.22
3121,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3121.5,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3122,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3122.5,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3123,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3123.5,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3124,NaN,NaN,NaN,NaN,NaN,NaN,0.21
3124.5,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3125,NaN,NaN,NaN,NaN,NaN,NaN,0.19
3125.5,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3126,NaN,NaN,NaN,NaN,NaN,NaN,0.19
3126.5,NaN,NaN,NaN,NaN,NaN,NaN,0.22
3127,NaN,NaN,NaN,NaN,NaN,NaN,0.20
3127.5,NaN,NaN,NaN,NaN,NaN,NaN,0.22
3128,NaN,NaN,NaN,NaN,NaN,NaN,0.23
3128.5,NaN,NaN,NaN,NaN,NaN,NaN,0.24
3129,NaN,NaN,NaN,NaN,NaN,NaN,0.24
3129.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3130,NaN,NaN,NaN,NaN,NaN,NaN,0.23
3130.5,NaN,NaN,NaN,NaN,NaN,NaN,0.23
3131,NaN,NaN,NaN,NaN,NaN,NaN,0.23
3131.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3132,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3132.5,NaN,NaN,NaN,NaN,NaN,NaN,0.26
3133,NaN,NaN,NaN,NaN,NaN,NaN,0.29
3133.5,NaN,NaN,NaN,NaN,NaN,NaN,0.31
3134,NaN,NaN,NaN,NaN,NaN,NaN,0.34
3134.5,NaN,NaN,NaN,NaN,NaN,NaN,0.35
3135,NaN,NaN,NaN,NaN,NaN,NaN,0.37
3135.5,NaN,NaN,NaN,NaN,NaN,NaN,0.38
3136,NaN,NaN,NaN,NaN,NaN,NaN,0.39
3136.5,NaN,NaN,NaN,NaN,NaN,NaN,0.41
3137,NaN,NaN,NaN,NaN,NaN,NaN,0.40
3137.5,NaN,NaN,NaN,NaN,NaN,NaN,0.43
3138,NaN,NaN,NaN,NaN,NaN,NaN,0.44
3138.5,NaN,NaN,NaN,NaN,NaN,NaN,0.45
3139,NaN,NaN,NaN,NaN,NaN,NaN,0.45
3139.5,NaN,NaN,NaN,NaN,NaN,NaN,0.46
3140,NaN,NaN,NaN,NaN,NaN,NaN,0.47
3140.5,NaN,NaN,NaN,NaN,NaN,NaN,0.50
3141,NaN,NaN,NaN,NaN,NaN,NaN,0.51
3141.5,NaN,NaN,NaN,NaN,NaN,NaN,0.53
3142,NaN,NaN,NaN,NaN,NaN,NaN,0.53
3142.5,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3143,NaN,NaN,NaN,NaN,NaN,NaN,0.57
3143.5,NaN,NaN,NaN,NaN,NaN,NaN,0.57
3144,NaN,NaN,NaN,NaN,NaN,NaN,0.56
3144.5,NaN,NaN,NaN,NaN,NaN,NaN,0.55
3145,NaN,NaN,NaN,NaN,NaN,NaN,0.53
3145.5,NaN,NaN,NaN,NaN,NaN,NaN,0.51
3146,NaN,NaN,NaN,NaN,NaN,NaN,0.50
3146.5,NaN,NaN,NaN,NaN,NaN,NaN,0.49
3147,NaN,NaN,NaN,NaN,NaN,NaN,0.50
3147.5,NaN,NaN,NaN,NaN,NaN,NaN,0.47
3148,NaN,NaN,NaN,NaN,NaN,NaN,0.46
3148.5,NaN,NaN,NaN,NaN,NaN,NaN,0.43
3149,NaN,NaN,NaN,NaN,NaN,NaN,0.44
3149.5,NaN,NaN,NaN,NaN,NaN,NaN,0.44
3150,NaN,NaN,NaN,NaN,NaN,NaN,0.46
3150.5,NaN,NaN,NaN,NaN,NaN,NaN,0.45
3151,NaN,NaN,NaN,NaN,NaN,NaN,0.46
3151.5,NaN,NaN,NaN,NaN,NaN,NaN,0.47
3152,NaN,NaN,NaN,NaN,NaN,NaN,0.45
3152.5,NaN,NaN,NaN,NaN,NaN,NaN,0.44
3153,NaN,NaN,NaN,NaN,NaN,NaN,0.42
3153.5,NaN,NaN,NaN,NaN,NaN,NaN,0.42
3154,NaN,NaN,NaN,NaN,NaN,NaN,0.40
3154.5,NaN,NaN,NaN,NaN,NaN,NaN,0.40
3155,NaN,NaN,NaN,NaN,NaN,NaN,0.40
3155.5,NaN,NaN,NaN,NaN,NaN,NaN,0.40
3156,NaN,NaN,NaN,NaN,NaN,NaN,0.40
3156.5,NaN,NaN,NaN,NaN,NaN,NaN,0.39
3157,NaN,NaN,NaN,NaN,NaN,NaN,0.37
3157.5,NaN,NaN,NaN,NaN,NaN,NaN,0.35
3158,NaN,NaN,NaN,NaN,NaN,NaN,0.32
3158.5,NaN,NaN,NaN,NaN,NaN,NaN,0.32
3159,NaN,NaN,NaN,NaN,NaN,NaN,0.31
3159.5,NaN,NaN,NaN,NaN,NaN,NaN,0.31
3160,NaN,NaN,NaN,NaN,NaN,NaN,0.29
3160.5,NaN,NaN,NaN,NaN,NaN,NaN,0.30
3161,NaN,NaN,NaN,NaN,NaN,NaN,0.29
3161.5,NaN,NaN,NaN,NaN,NaN,NaN,0.29
3162,NaN,NaN,NaN,NaN,NaN,NaN,0.27
3162.5,NaN,NaN,NaN,NaN,NaN,NaN,0.26
3163,NaN,NaN,NaN,NaN,NaN,NaN,0.26
3163.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3164,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3164.5,NaN,NaN,NaN,NaN,NaN,NaN,0.26
3165,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3165.5,NaN,NaN,NaN,NaN,NaN,NaN,0.27
3166,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3166.5,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3167,NaN,NaN,NaN,NaN,NaN,NaN,0.26
3167.5,NaN,NaN,NaN,NaN,NaN,NaN,0.28
3168,NaN,NaN,NaN,NaN,NaN,NaN,0.24
3168.5,NaN,NaN,NaN,NaN,NaN,NaN,0.25
3169,NaN,NaN,NaN,NaN,NaN,NaN,0.23
3169.5,NaN,NaN,NaN,NaN,NaN,NaN,0.21
3170,NaN,NaN,NaN,NaN,NaN,NaN,0.19
3170.5,NaN,NaN,NaN,NaN,NaN,NaN,0.18
3171,NaN,NaN,NaN,NaN,NaN,NaN,0.17
3171.5,NaN,NaN,NaN,NaN,NaN,NaN,0.19
3172,NaN,NaN,NaN,NaN,NaN,NaN,0.18
3172.5,NaN,NaN,NaN,NaN,NaN,NaN,0.16
3173,NaN,NaN,NaN,NaN,NaN,NaN,0.15
3173.5,NaN,NaN,NaN,NaN,NaN,NaN,0.16
3174,NaN,NaN,NaN,NaN,NaN,NaN,0.16
